NDC Labeler Code,Firm Name
16874,Nephron Pharmaceuticals Corporation
16913,"Advanced Medical Equipment, LLC"
16930,"Sulzbach Enterprises, Inc."
16947,Evonik Rexim (Nanning) Pharmaceutical Co. Ltd.
16995,VITALINE S.A.C.
17002,"O'Laughlin Industries, Co. Inc."
17016,Standard Nutrition Services LLC
17030,Vetoquinol USA Inc
17033,Dechra Veterinary Products
17088,Novartis Pharma Stein AG
17089,Guna Spa
17106,"Krka, d.d., Novo mesto"
17129,"Arkema, Inc"
17134,"Roberts Home Medical, Inc."
17135,"Farnam Companies, Inc."
17139,"ASCEND Therapeutics, Inc."
17156,Medi-Physics Inc. dba GE Healthcare.
17157,"Antibioticos, SA"
17180,Euticals Inc.
17187,Western Medical Corporation
17201,"Handa Pharmaceuticals, LLC"
17205,Siegfried Ltd
17223,Tianjin Weijie Pharmaceutical Co. Ltd.
17224,"Calvin Scott & Co., Inc."
17228,AstraZeneca AB
17238,"HUB Pharmaceuticals, LLC"
17244,Nektar Therapeutics
17263,"Welch, Holme & Clark Co., Inc."
17270,"Armstrong Pharmaceuticals, Inc."
17271,Becton Dickinson and Company
17300,Tetra Holdings (US) Inc.
17312,TRP Company
17314,ALZA Corporation
17318,Marietta Corporation
17333,"Ajinomoto Co., Inc."
17337,"Olon, SpA"
17348,Singapore Medicine Co.
17349,KATWIJK CHEMIE BV
17350,"Sucampo Pharma Americas, Inc."
17351,TEVA Pharmaceutical Fine Chemicals s.r.l.
17353,"Alps Pharmaceutical Ind. Co., Ltd."
17355,Alliance Labs LLC
17359,Indena S.p.A.
17362,"Daiichi Sankyo Propharma Co., Ltd."
17368,Assia Chemical Industries Ltd. - Assia Site
17369,"Menadiona, S.L."
17373,Anonima Materie Sintetiche and Affini (AMSA) Spa
17381,BASF Orgamol Pharma Solutions SA
17404,"Farmhispania, S.A."
17420,P. Banerji Mihijam Pharmaceuticals
17429,Huangshi Hygienic Material Pharmacy Co
17433,Enemeez Inc. DBA Summit Pharmaceuticals
17445,Sigma-Aldrich Corporation
17452,"Ecometics, Inc"
17454,"Shionogi & Co., Ltd."
17478,"Akorn, Inc."
17492,"Cagle's Farms, Inc."
17500,Kingkey Daily Chemical Co Ltd
17504,"Lonza Biologics, plc"
17511,RA CHEM PHARMA LIMITED - API - UNIT 2
17518,3M Company
17575,AGL Inhalation Therapy Co.
17630,"Accra Pac, Inc. (DBA KIK-Indiana)"
17714,Advance Pharmaceutical Inc
17772,"Supernus Pharmaceuticals, Inc."
17819,AWESCO
17856,Atlantic Biologicals Corps
18018,"Ningbo Cleaner Bio-Technology Co., Ltd."
18027,AMERICAN CONSUMER PRODUCTS LLC
18036,Norbrook s.r.o.
18087,Anaconda Oxygen Service
18111,Sindan-Pharma SRL
18124,Fresenius Kabi Austria GmbH
18472,ABS Corporation
18474,American Distilling Inc.
18482,Inland Welding Supply DBA A-L Compressed Gases
18527,"BioKey, Inc."
18597,"The Blair Milling and ELevator Company,inc"
18657,"Halozyme, Inc."
18744,JINTAN QIANYAO PHARMACEUTICAL RAW MATERIAL FACTORY
18754,Fougera Pharmaceuticals Inc.
18860,"Jazz Pharmaceuticals, Inc."
19041,Sandoz S.R.L.
19066,Hanjiang-Venturepharm Pharmaceutical LTD
19178,Losan Pharma GmbH
19218,"Anesthesia Service, Inc."
19346,Archer Cooperative Grain Co.
19355,"PhytogenX, Inc."
19392,Humphreyline
19515,ID Biomedical Corporation of Quebec
19657,"Shenzhen Techdow Pharmaceutical Co., Ltd."
19661,"American Laboratories, Inc."
19785,USALCO BALTIMORE PLANT
19979,Dickinson Home Medical Equipment
20012,HERBRAND PharmaChemicals GmbH
20076,"Livzon New North River Pharmaceutical Co., Ltd."
20146,"Samson Pharmaceutical, Inc."
20273,Delta Dis Ticaret A.S.
20276,Delta Brands Inc.
20362,"CHONGQING SOUTHWEST NO.2 PHARMACEUTCAL FACTORY CO.,LTD"
20367,Siscom de Argentina SA
20479,Hometown Medical LLC
20482,"Insys Therapeutics, Inc."
20495,"McNeil Pediatrics Div. McNeil-PPC, Inc."
20536,"Talon Therapeutics, Inc"
20539,Valley Fresh Foods DBA Briarwood Farms
20703,General Welding Supply Corp.
20714,Estee Louder Inc
20802,Omega Tech Labs Inc.
20871,Aurora Cooperative Elevator Company
20881,"Saddle River Marketing Concepts, Inc"
20890,Abeco Partners LLC DBA Surefil
20942,"Peninsula Home Health Care, Inc."
21061,"Peauciel Cosmetics Co., Ltd."
21091,Sergeant's Pet Care Products Inc.
21220,General Air Service & Supply Co.
21221,General Cryogenic Technologies LLC
21222,ISP Chemicals LLC
21450,Performance Product Inc.
21481,"CHANGZHOU SINLY PHARMCHEM CO., LTD"
21503,"Indianapolis Welding Supply, Inc"
21510,Danyang Tiancheng Supplementary Material Factor
21522,Nutriworks Limited
21532,Bunzl Processor Distribution LLC
21565,Sigma-Aldrich Corporation
21586,SteriMax Inc.
21624,Island Supply Welding Co
21695,Rebel Distributors Corp.
21705,Nectar Lifesciences Limited
21717,Clairmont Pharmaceuticals
21718,Shree Mahalami Psyllium priv ate Limited
21731,Centre for Probe Development and Commercialization
21749,"GOJO Industries, Inc"
21786,Goldsboro Milling Company
21828,Goodwinol Products Corp
21839,"Gordon Laboratories, Inc"
21922,Encube Ethicals Pvt. Ltd
22100,"Ningbo Meiduo General Products Co., Ltd"
22201,Charmzone Co Ltd
22365,Arch Pharmalabs Limited
22390,Stericon Pharma Pvt. Ltd.
22408,"Taizhou Kanglin Health Protection Products Co., Ltd."
22431,Blue Cross Laboratories Inc.
22552,"SYMBIOTEC PHARMALAB, LTD."
22557,AGP LLC
22577,Grafton Products Corp.
22579,Lijiang Yinghua Biochemical and Pharmaceutical Co. Ltd.
22591,Grain Processing Corporation
22593,"Jiangsu Equalchem Co., Ltd."
22607,Mitim S.R.L
22647,Interfashion Cosmetics Corporation
22665,Megafine Pharma (P) Limited
22700,Noxell
22717,Ferring GmbH - Kiel
22742,SHANGHAI LEI YUN SHANG PHARMACEUTICAL CO LTD
22840,"Greer Laboratories, Inc."
22884,K.W. Griffen Company DBA Biomed Systems
22887,Sachtleben Pigments Oy
22912,Multibrands International Ltd
22955,SiCap Industries LLC
22980,Valley Positron LLC
22988,Parabolic Drugs Ltd
23001,Ingredion Incorporated
23021,Cranston Welding Supply Company
23070,Bayer Healthcare Manufacturing SrI
23104,Cosmetic Developments Limited
23155,Heritage Pharmaceuticals Inc
23243,"Huvepharma, Inc."
23261,Sanitor Corportion
23280,Synteco S.p.A.
23357,Algonquin Products Company
23359,"Centurion Labs, LLC"
23360,Akorn - Strides LLC
23368,Butterball LLC
23390,"Denman Services, Inc."
23427,"West-ward Injectables, Inc"
23504,"Zhejiang Haisen Pharmaceutical Co., Ltd"
23509,East Coast Oxygen & Hydrotesting Inc.
23520,"AVANTHI, INC."
23558,Lee Pharmaceuticals
23589,"Tiber Laboratories, LLC"
23612,"Sato Yakuhin Kogyo Co., Ltd."
23627,"DERMA-GLOVE, LLC"
23631,CRB SA
23634,"ASADA MILLING CO., LTD."
23635,MALLINCKRODT INC (BRAND PHARMACEUTICALS)
23636,NanoCureTech
23637,B'iota Laboratories
23638,Sanear Corporation
23639,Anjan Drug Private Limited
23644,"Home Care Pharmacy of Palm Coast, Inc."
23647,"SYOXSA, Inc."
23648,Socoplan
23650,New Bedford Welding Supply Inc
23664,Bjorn Pharmaceuticals LLC
23667,"Formulated Solutions, LLC"
23685,Animart Inc
23691,Countryside Feed LLC
23693,Maxwell Milling of Indiana Inc.
23710,Quinnova Pharmaceuticals
23731,"Citra Labs, LLC"
23736,AmeriPak Industries Inc
23789,NuTopicals LLC
23851,"Happy Jack, Inc."
23916,"Cedar Mountain Respiratory, Inc."
23957,"Albaad USA, Inc."
24002,NEWCHEM
24027,"Broadway Medical Service & Supply, Inc."
24075,"CSPC OUYI Pharmaceutical Co., Ltd"
24086,"Hangzhou Huadong Medicine Group Biotechnology Institute Co., Ltd."
24087,Lewiston Feed & Produce Co. Inc.
24088,International Laboratories (Canada) LTD
24090,"Akrimax Pharmaceuticals, LLC"
24091,Yangzhou Lierkang Daily Used Chemicals Co Ltd
24160,Bicon Pharmaceutical Inc.
24161,Precision MD LLC
24196,"Watson Pharma, Inc."
24201,"Custopharm, Inc."
24202,Pro ventas SA de CV
24208,Bausch & Lomb Incorporated
24234,Glochem Industries Limited
24236,RemedyRepack
24275,UCSF Radiopharmaceutical Facility
24286,"DLC Laboratories, Inc"
24306,"Cylinder Maintenance And Supply, Inc."
24312,"Airtec Gases, LLC"
24319,"Homeside Healthcare, Inc."
24330,"Akshay Wellness, Inc."
24338,"Arbor Pharmaceuticals, Inc."
24342,Picaso Cosmetic Laboratory Limited
24357,Focus Health Group
24368,Rebel Distributors Corp
24372,Livcer
24385,Amerisource Bergen
24415,"Gulbrandsen Technologies, Inc."
24417,UIHC-PET Imaging Center
24424,Proskin LLC
24425,"Kunming Toothpaste Co., Ltd"
24433,Roche S.p.A.
24438,"Amazonian Naturals, Inc"
24439,United Promotions Inc.
24442,GEROLYMATOS INTERNATIONAL S.A.
24443,"Quality Health System, Inc."
24445,NCM USA BRONX LLC
24450,"BRIGHAM AND WOMEN`S HOSPITAL, INC., THE"
24451,LLC Federal Solutions
24452,Productora Albesa SA
24453,Anastasia Beverly Hills
24462,"MMA Pain Relief Gel, LLC"
24463,"JO Cosmetics Co., Ltd."
24465,LC&G Distributing Inc.
24470,"Cintex Services, LLC"
24471,"THRU PHARMA, LLC"
24474,RUNGUARDS LLC
24477,"EKR Therapeutics, Inc."
24478,"NextWave Pharmaceuticals, Inc."
24486,"Aristos Phamaceuticals, Inc."
24488,"CREATIONS GARDEN NATURAL PRODUCTS, INC."
24493,"ANHUI WANHE PHARMACEUTICAL CO.,LTD."
24509,"NIPPON SHIKIZAI, Inc."
24510,"Collegium Pharmaceutical, Inc."
24525,"Gilead Sciences, Inc."
24528,Syntese A/S
24531,AMERICAN MULTI TRADE INC
24533,"Melo's Gas and Gear, Inc."
24535,Arab Pharmaceutical Manufacturing Co. PSC Ltd
24538,"Shanghai SynTheAll Pharmaceutical Co., LTD"
24545,"Emerald 3 Enterprises, Inc."
24551,Quantofill Inc.
24553,WuXi AppTec Co. LTD
24559,"Dermstore, LLC (formerly Intelligent Beauty, LLC)"
24560,"Suzhou Industrial Park Juncheng Bioscience Co., Ltd."
24562,Biomedical Research Foundation of Northwest Louisiana
24571,Gambro Renal Products
24584,Piramal Healthcare UK Limited
24596,"McFarland Group, Inc."
24598,Special Care Medical
24600,"Morton Salt, Inc."
24615,Harrison Poultry Inc. DBA Harrison Milling Co.
24623,"CBI Laboratories, Inc"
24633,"MIYOSHI KASEI, Inc."
24652,"Intercos Cosmetics (Suzhou) Co., Ltd."
24653,Janssen Cosmecetics GmbH
24658,"Blu Pharmaceuticals, LLC"
24673,RWM TECHNOLOGIES LLC
24694,Greenville Truck and Welding Supplies LLC
24717,Hemofarm A.D.
24724,INDICUS PHARMA LLC
24730,United Pet Group
24765,"Pharmacal-International. Co., Ltd."
24781,Apollo Services Inc.
24794,Crosstex Internaional Inc
24795,Synthon Argentina SA
24797,"Medicate Pharmacy, Inc."
24804,TannerMedico AS
24819,POCH S.A.
24822,Farmea SAS
24823,Valdepharm
24839,"SJ Pharmaceuticals, LLC"
24840,Centurion Medical Products Corporation
24842,"Brentwood Beauty Laboratories International, Inc."
24846,"Wilkinson Pharmacy, Inc."
24854,Keraplast Technologies LLC
24856,"Thrombogenics, Inc."
24882,Fairbanks Memorial Hospital- Home Medical Equipment
24885,CHEMPHTEC CORPORATION
24887,Superior Oxygen & Medical Equipment
24896,Haupt Pharma Muenster GmbH
24909,"Aidance Skincare & Topical Solutions, LLC"
24913,DENISON INC
24933,Heitland and Petre International GMBH
24979,"TWI Pharmaceuticals, Inc."
24987,"Covis Pharmaceuticals, Inc."
24992,Sanofi Pasteur Biologics Co.
25000,MARKSANS PHARMA LTD
25000,MARKSANS PHARMA LTD
25008,Air-Eze L.L.C.
25010,"Aton Pharma, Inc."
25021,"Sagent Pharmaceuticals, Inc."
25044,Kemwell AB
25063,HMR Corporation
25113,"The Dodge Company, Inc."
25119,Unilab Chemicals and Pharmaceuticals Private Limited
25121,IBSA Institut Biochimique SA
25208,Medicure International Inc
25225,Unique Holding Group Inc
25228,FMC Corp. Lithium Division
25237,Kao USA Inc.
25266,Industria Sulfurica S.A.
25286,O'Laughllin Fine Chemical Kunshan Co. Ltd.
25302,Novacyl (Wuxi) Pharmaceutical Co. Ltd.
25332,Legere Pharmaceuticals
25336,NOCO Distribution LLC dba Buffalo Welding Corp
25340,SHIRES EQUESTRIAN
25342,"Best Veterinary Solutions, Inc."
25347,"RDL Designs, Inc."
25356,Aceto Pharma Corp.
25373,Linde Gas North America LLC
25382,Derma Sciences
25410,Disch AG
25417,"Zhenjiang Gaopeng Pharmaceutical Co., Ltd."
25431,PULSION Medical Systems AG
25441,Vertellus Heatlh & Specialty Products LLC
25463,Fougera Pharmaceuticals Inc.
25543,AirGas East
25675,"Amick Farms, LLC"
25682,Alexion Pharmaceuticals Inc.
25700,The Dow Chemical Company
25718,"Futaste Pharmaceutical Co., Ltd."
25882,Texas Farm Products Holding Company
25905,Lonza Inc. Riverside
25929,JFC Technologies Co. Ltd.
26022,Huangshi Meifeng Chemical Co. Ltd.
26050,PT Galenium Pharmasia Laboratories
26052,"Burt's Bees, Inc"
26055,"Taizhou Xinyou Pharmaceutical & Chemical Co., Ltd"
26124,"Helget, Inc."
26251,Tianjin Pacific Chemical and Pharmaceutical Co. Ltd.
26316,Changzhou Nanfang Medical Appliance Factory Company Ltd.
26326,"Fuzhou Ziri Biotech Co., Ltd."
26482,Corner Medical
26550,X3 Labs Inc.
26560,Husker Coop
26637,Putney Inc
26679,KOREA UNITED PHARM. INC.
26692,"Nanjing Lifecare Pharmaceutical Co., Ltd."
27017,Xlear Inc.
27102,Petco
27135,Garmon Corporation
27179,"We Pack Logistics, LP"
27187,"Norac, Inc."
27190,"Home Respiratory Services, Inc."
27193,DermaMed
27293,BUDPAK INC.
27426,Penleigh Irving Ltd
27437,Lupin Pharma
27444,Apotex Research PVT LTD
27461,"OK Industries, Inc."
27495,Physicians Science & Nature Inc.
27505,"US WorldMeds, LLC"
27509,Trioak Foods Inc
27565,Rangen Inc.
27789,"PHI, Inc."
27792,"TG United Liquid, Inc."
27808,Tris Pharma Inc
27816,"Wuhan Fortuna Chemical Co., Ltd."
27831,Synbias Pharma Limited
27854,Belmora LLC
27996,"Shanghai Jahwa United Co., Ltd"
28064,"Knight Facilities Management, Inc."
28105,"Hill Dermaceuticals, Inc."
28109,DermWorx Incorporated
28396,"Powell and Powell Milling, Inc"
28400,"ZymoGenetics, Inc."
28475,BioHealth Technologies Inc.
28494,Pennfield Corporation
28522,Perdue Farms
28595,"Allegis Pharmaceuticals, LLC"
28623,"Progela, S.A. de C.V."
28663,McNeil AB
28689,Mark and Chappell Ltd
28691,Pharmaplast SAE
28702,"American Medical Gases, Inc."
28741,All American Chemical Company Inc  - SS
28831,APR LLC
28851,COVIDIEN LP
28860,"J. W. Kennedy & Son Welding Supplies, Inc."
28868,"Empire Repair Services, LLC"
28873,Apex 360
28877,UCB Farchim S.A.
28955,"HEBEI CHANGSHAN BIOCHEMICAL PHARMACEUTICAL CO., LTD"
29033,"Nostrum Laboratories, Inc."
29043,Biozyme Gesellschaft fur Enzymtechnologie mbH
29149,"Landmark Healthcare, Inc"
29217,"Pfizer Suzhou Animal Health Products Company, Ltd."
29259,"Packaging On Demand, Inc."
29300,"Unichem Pharmaceuticals (USA), Inc."
29333,O24U
29336,"Graceway Pharmaceuticals, LLC"
29377,"Fourth & Pomeroy Associates, Inc."
29425,"John J Hoober, Inc."
29485,"Mechanical Servants, Inc."
29500,"Personal Care Products, LLC"
29538,Arie Corporation
29565,UV Natural International Pty Ltd.
29632,ISOCHEM
29700,McNeil Esbjerg ApS
29706,"Shamrock Medical Solutions Group, LLC."
29771,"Bayscience Formulators, LLC"
29784,"Profoot, Inc."
29860,"Ningbo United Group Co., Ltd."
29902,Sichuan Credit Chemwerth Pharmaceutical Co. Ltd
29930,Suzhou Lixin Pharmaceutical Co. Ltd.
29931,"Zhejiang Warrant Pharmaceutical Co., Ltd."
29943,AMO Hangzhou Co Ltd
29967,Inogent Laboratories Private Limited
29978,"Capital Pharmaceutical, LLC"
29983,IBA Inc.
29991,KSS Enterprises
29994,Spectrum China Ltd.
30007,Dr. Reddy's Laboratories Limited
30014,"McNEIL-PPC, Inc."
30024,"Evonik Degussa Canada, Inc."
30056,"Eco-Logics, Inc."
30092,K+S KALI GmbH
30142,Kroger Company
30172,INDSPEC Chemical Corporation
30237,Dendreon Corporation
30254,ITW Military Products
30256,Glaxo Wellcome SA
30400,Jell Pharmaceuticals Pvt
30582,"Pride Solvents and Chemical Co of NJ, Inc."
30698,Validus Pharmaceuticals LLC
30707,Valeo Pharma Corp.
30727,Merit Pharmaceutical
30782,"Taizhou Highsun Pharmceutical Co., Ltd."
30798,Durvet
30803,MAYINGLONG PHARMACEUTICAL GROUP CO LTD
30805,"Buckeye International, Inc."
30807,Wild Child W A Pty Ltd
30842,United Laboratories (Chengdu) Company Ltd
31003,Okasa Pharma Private Limited
31156,Abbott Healthcare SAS
31190,"Shanghai Kejing Cleaning Products Co., Ltd."
31260,Gulbrandsen Technologies India Private Limited
31357,"Inspire Pharmaceuticals, Inc."
31382,"Carestream Health, Inc."
31387,Scientific Protein Laboratories LLC
31507,"Wechem, Inc."
31511,Mason Chemical Company
31586,NATURAL FACTORS NUTRITIONAL PRODUCTS LTD
31645,Physicians Formula Inc
31720,S+
31722,Camber Pharmaceuticals Inc.
31943,"ZWC, Inc."
32035,Jiangsu Jumpcan Pharmaceutical Co. Ltd.
32051,"E.M. Sergeant Pulp & Chemical Co., Inc."
3215,Aveva Drug Delivery Systems
32267,Natren Inc.
32401,FMC Corporation Alkali Chemicals Division
32403,Marck Biosciences Limited
32405,Sentry BioPharma Services
32472,Premiere Enterprises
32819,Simmyung Pharmaceutical Co Ltd
32861,Chengdu Shengnuo Biopharm Co. Ltd.
32887,Jiangsu Jiwa Rintech Pharmaceutical Co. Ltd
32903,"CSPC Zhongrun Pharmaceutical (Inner Mongolia) Co., Ltd."
32909,E-Z-EM Canada Inc
32929,E-Z-EM Canada Inc
32995,Weifa AS
33189,"Jinan Chenghui-Shuangda Chemical Co., Ltd."
33216,"KRS Global Biotechnology,Inc."
33217,"TIANJIN DARENTANG JINGWANHONG PHARMACEUTICAL CO., LTD."
33237,"Airgas Merchant Gases, LLC"
33261,Aidarex Pharmaceuticals LLC
33273,Producers Cooperative Association
33332,CSL Limited
33335,"WELSCO, INC."
33342,Macleods Pharmaceuticals Limited
33344,Welding & Therapy Service Inc.
33392,"West Agro, Inc."
33405,Toremy Corporation
33656,Porton Pharmaceutical Ltd
33684,B M Pharm
33734,ACS DOBFAR INFO SA
33757,Rechon Life Science AB
33758,"Modern Welding Company, Inc."
33820,Il Yang Pharmaceutical Co
33938,"Tite Pak & PPI, Inc."
33992,Greenbrier International Inc
34022,Mosaic Marketing Partners LLC
34057,"Oxarc, Inc."
34069,James Austin Co.
34095,Austin Pharma
34115,R.S.A. Corp.
34177,DK Pharma Chem PVT LTD
34191,WARNER GRAHAM LIMITED LIABILITY LIMITED PARTNERSHIP
34330,Compressed Gases Inc
34331,PuraMed BioScience Inc
34353,"Shanghai Multi-Med Union Co., Ltd."
34460,Zhejiang Lanmeng Cosmetics Co. Ltd
34602,Omtron USA LLC
34605,"Nosmo Co., Ltd"
34645,"Jiangsu Province JianErKang Medical Dressing Co. ,Ltd."
34656,"Ningbo Pulisi Daily Chemical Products Co., Ltd."
34666,Nartex Laboratories
34690,KJI Industrial co ltd
34908,Novast Laboratories Ltd
34938,Ten-Pack GmbH
34940,WAYNE OXYGEN AND WELDING SUPPLY CO INC
34954,Kim Chemicals LTD
34985,"Hog Slat, Inc."
35000,Colgate-Palmolive Company
35038,HANGZHOU MINO DAILY CHEMICALS CO LTD
35041,Leon Medical Centers
35192,CA-BOTANA INTERNATIONAL
35207,BCN PEPTIDES SA
35208,Intellipharmaceutics Corporation
35222,PharmAgra Labs Inc
35339,"Yaggie's, Inc."
35356,Lake Erie Medical DBA: Quality Care Products LLC
35369,"Qilu Tianhe Pharmaceutical Co., Ltd."
35378,"Georgetown Health, LLC DBA EssentiaLife"
35418,Zee Medical Inc
35501,"Huckaby Pharmaceuticals, Inc."
35561,"AustarPharma, LLC"
35567,"Uptown Pharmacy of Kingman, Inc."
35573,"Burel Pharmaceuticals, LLC"
35617,"NANTONG STRIP MEDICAL SUPPLY CO.,LTD"
35658,La Jolla
35680,"Airgas Great Lakes, Inc"
35709,Alkem Laboratories Limited
35714,"Choice Chemical, Inc"
35723,Super Formula Ag Products Inc
35739,Peace Medical Inc
35781,Gensco Laboratories LLC
35813,"Anastasia Marie Laboratories, Inc."
35816,"Shandong Fangming Pharmaceutical Co. , Ltd"
35831,Great American Products
35919,Sanofi-Synthelabo Limited
36000,Claris Lifesciences Inc.
36006,"Medicor Homecare, Inc."
36040,Univar USA Inc.
36152,BEDESSEE IMPORTS INC.
36736,"Superior Oil Company, Inc."
36769,B¨¹ttner-Frank GmbH
36800,Topco Associates LLC
36954,The Stephan Co.
36974,Plantex Ltd.
36987,"Nelco Laboratories, Inc."
36998,UCB Pharma S.A.
37000,Procter & Gamble Manufacturing Company
37012,"Shopko Stores Operating Co., LLC"
37205,Cardinal Health
37540,"Zhejiang Rishengchang Pharmaceutical Co., Ltd."
37731,Abbott Biologicals BV
37803,"Apotheca Supply, Inc."
37808,H E B
37811,Gorbec Pharmaceutical Services Inc.
37945,Bio-Medical & Pharmaceutical Manufacturing Corporation
37946,Scholle Chemical Corporation
38001,ASANUMA CORPORATION
38142,"Pal Midwest, Ltd."
38176,"Continental Vitamin Company, Inc."
38206,First Boston Pharma LLC
38217,"Dainippon Sumitomo Pharma Co., Ltd."
38423,"Apricus Pharmaceuticals USA, Inc."
38755,Zerran International Corporation
38779,Medisca Inc.
39313,Middlesex Welding Sales Co. Inc
39328,"Patrin Pharma, Inc."
39338,Yosemite Medical Supply
39345,Albemarle Corporation
39390,Fermic S.A. de C.V.
39438,"UENO FINE CHEMICALS INDUSTRY, LTD."
39506,Somerset Pharmaceuticals Inc.
39765,"Neutraderm, Inc."
39822,"X-GEN Pharmaceuticals, Inc."
39892,Owens & Minor Inc.
40002,"NexMed (USA), Inc."
40004,"Contipro C, a.s."
40006,Lonza Guangzhou Nansha LTD
40016,"Yonsung Fine Chemcals Co., Ltd."
40028,"PETNET Solutions, Inc."
40029,"Thorne Research, Inc."
40032,"Novel Laboratories, Inc."
40038,Bioassay - Labor fuer biologische Analytik GmbH
40042,"PharmaForce, Inc."
40044,Photocure ASA
40046,Make Up Art Cosmetics Inc
40051,"Lotus Pharmaceutical Co., Ltd."
40054,Northeast Home Medical Supplies Inc.
40055,"Global Marketing Resources, Inc."
40057,"Charm-Tex, Inc."
40061,"O.P. Products, Inc."
40062,AllergEase LLC
40071,PURE Bioscience
40074,"Interquim, S.A. de C.V."
40076,"Prestium Pharma, Inc."
40085,"Renaissance Pharma, Inc"
40087,"Weifang Shengtai Medicine Co. , Ltd."
40089,The Johns Hopkins University
40092,AP GOLDSHIELD LLC
40096,"W.W. Grainger, Inc."
40098,Trustees of the University of Pennsylvania
40101,"Advanced Bio-Technologies, Inc"
